text,answer,link
видам ,"Надбавки к коэффициентам риска по видам активов дифференцируются с учетом устанавливаемых Банком России на основании решения Совета директоров значений следующих характеристик видов активов.В необеспеченном потребительском кредитовании надбавки дифференцированы в зависимости от значений показателя долговой нагрузки заемщика (ПДН) и полной стоимости кредита (ПСК).По ипотечным кредитам (займам) факторами риска выступают ПДН и соотношение величины основного долга по ипотечному кредиту (займу) и справедливой стоимости предмета залога.Для ипотечных кредитов (займов), предоставленных под залог прав требований по договору участия в долевом строительстве, надбавки устанавливаются в зависимости от значений ПДН и размера первоначального взноса за счет собственных денежных средств заемщика — физического лица по договору участия в долевом строительстве, на финансирование которого был предоставлен кредит (заем) в рублях.Отдельную категорию составляют валютные кредиты (займы) физических лиц, в отношении которых действуют более высокие надбавки, так как такие кредиты (займы) подвержены риску переоценки обязательств. Также надбавки к коэффициентам риска устанавливаются в отношении кредитов (займов) в рублях, предоставленных физическим лицам в целях, не связанных с осуществлением ими предпринимательской деятельности, по которым исполнение обязательств заемщика обеспечено залогом автомототранспортного средства.Помимо требований по кредитам (займам), выдаваемым физическим лицам, надбавки к коэффициентам риска также устанавливаются в отношении требований по следующим кредитам (займам), предоставленным юридическим лицам:кредитам (займам), предоставленным в рублях на финансирование операций на рынке недвижимости;кредитам (займам), предоставленным в иностранной валюте.При этом отмечаем, что Указанием Банка России от 17.04.2023 № 6411-У предусмотрена возможность установления надбавок к коэффициентам риска в отношении требований к юридическим лицам в валюте недружественных стран без необходимости установления надбавок по требованиям, номинированным в валюте дружественных стран.Инструмент макропруденциальных надбавок активно используется Банком России. Требования к капиталу в потребительском сегменте использовались как для ограничения рисков в периоды роста кредитования, так и для поддержки банков в период кризиса. Анализ эффективности принятых мер на темпы роста и структуру кредитования показывает, что дифференцированный размер надбавок стимулировал изменение структуры потребительского кредитования в пользу сегментов с меньшим значением ПСК.Повышение коэффициентов риска по отдельным кредитным требованиям увеличивает необходимый запас капитала банков для покрытия возможных потерь. Этот запас капитала банки могут использовать во время кризиса.",https://www.cbr.ru/finstab/instruments/risk_weight_add_ons/
Макропруденциальное стресс-тестирование,"Центральное место в аналитическом инструментарии по оценке системных рисков занимает макропруденциальное стресс-тестирование (МСТ). В отличие от традиционного стресс-тестирования оно включает в себя не только оценку чувствительности финансовых институтов к факторам риска, но и комплекс дополнительных моделей по учету внутрисекторальных и межсекторальных связей, реакции участников на стрессовый шок и их рыночного взаимодействия, а также вторичных эффектов влияния рисков финансового сектора на реальный сектор экономики с учетом последующих обратных эффектов.В рамках развития макропруденциального стресс-тестирования Банк России в 2017 году опубликовал Доклад для общественных консультаций «Концепция макропруденциального стресс-тестирования», а также аналитическую записку «Макропруденциальное стресс-тестирование финансового сектора: международный опыт и подходы Банка России».",https://www.cbr.ru/finstab/stress_testing/
Что такое стресс-тестирование,"В общем смысле стресс-тестирование подразумевает исследование изменений свойств системы или объекта в нестандартных (стрессовых) условиях. В приложении к финансовой организации или институту стресс-тест — это испытание на прочность ее финансового положения в условиях «серьезного, но вместе с тем вероятного шока».Стресс-тесты проводятся на базе сценарного анализа с использованием макромоделирования. Также проводится оценка чувствительности, в том числе к риску ликвидности и риску концентрации кредитования на отдельных отраслях экономики.В макромодели, оценивающей влияние экономических факторов на банковский сектор при помощи ряда регрессивных уравнений, используются следующие параметры: ВВП, курс рубля к иностранным валютам, инфляция, реальные располагаемые доходы населения, инвестиции в основной капитал, цена на нефть. Риски оцениваются на горизонте в один год. Рассчитываются потери по кредитному, рыночному риску, дефицит капитала банков.",https://www.cbr.ru/finstab/stress_testing/
Особенности макропруденциального стресс-тестирования,"Цель стресс-тестирования, реализуемого самими финансовыми организациями или надзорным органом, — оценить устойчивость индивидуальных участников к шоку, обеспечить наличие у него достаточного капитала и ликвидных активов для сохранения устойчивости при реализации стресса. При этом не принимается во внимание, как именно будет обеспечиваться эта устойчивость, какие будут последствия на макроуровне. Однако устойчивость индивидуальных участников стресс-теста не всегда означает, что в случае стресса сохранится устойчивость финансовой системы в целом. Это ярко проявилось в ходе кризиса 2007–2009 годов, когда многие участники финансовой системы были связаны позициями по внебиржевым деривативам. Банки считали, что структурированные продукты несут меньше риска благодаря диверсификации, а оставшийся риск эффективно захеджирован ими с помощью ПФИ, однако это оказалось иллюзией. Комплексное рассмотрение взаимосвязей участников (которое в то время не проводилось) позволило бы увидеть, где именно сконцентрирован системный риск.",https://www.cbr.ru/finstab/stress_testing/
Макропруденциальные элементы современных стресс-тестов,"Необходимо отметить, что в настоящее время ни в одной стране пока нет примера реализации макропруденциального стресс-теста в чистом виде, который бы учитывал все эффекты: реакцию финансовой системы на стрессовые события, возможность распространения «заражения» внутри финансового сектора, обратную связь между реальным и финансовым сектором. Однако многие юрисдикции занимаются разработкой такого стресс-теста, и отдельные элементы уже применяются.",https://www.cbr.ru/finstab/stress_testing/
Использование результатов макропруденциального стресс-тестирования,"Как уже было упомянуто, в чистом виде макропруденциальное стресс-тестирование, подразумевающее оценку всех эффектов, пока не осуществляется ни одним регулятором. Тем не менее в последнее десятилетие многие центральные банки начали применять отдельные элементы макропруденциального стресс-тестирования. Это делает стресс-тестирование важным инструментом для центрального банка, отвечающего за обеспечение финансовой стабильности:",https://www.cbr.ru/finstab/stress_testing/
Наблюдение за системно значимыми инфраструктурными организациями и центральными контрагентами,"Банк России проводит наблюдение за небанковскими кредитными организациями — центральными контрагентами (НКО ЦК) и такими системно значимыми инфраструктурными организациями финансового рынка (СЗИОФР), как:системно значимые центральные депозитарии,системно значимые расчетные депозитарии,системно значимые репозитарии,системно значимые платежные системы.При этом Банк России осуществляет:мониторинг деятельности СЗИОФР и НКО ЦК с заданной периодичностью,анализ систем управления рисками, непрерывности деятельности, операционной надежности, корпоративного управления, а также бизнес-практики СЗИОФР и НКО ЦК,оценку и стресс-тестирование рисков СЗИОФР и НКО ЦК,оценку и анализ СЗИОФР и НКО ЦК на предмет соблюдения требований международных стандартов для инфраструктурных организаций финансового рынка, при необходимости подготавливает рекомендации по совершенствованию их деятельности,количественный и качественный анализ текущего финансового состояния СЗИОФР и НКО-ЦК и внешней среды (участники, контрагенты, регуляторная среда, геополитические факторы),идентификацию потенциальных угроз (рисков) в деятельности СЗИОФР и НКО-ЦК (комплексный анализ рисков СЗИОФО и НКО-ЦК).В настоящий момент к категории системно значимых отнесены две инфраструктурные организации:Небанковская кредитная организация акционерное общество «Национальный расчетный депозитарий» ― НКО АО НРД ― является центральным депозитарием, расчетным депозитарием, репозитарием, платежной системой,Небанковская кредитная организация-центральный контрагент «Национальный Клиринговый Центр» (Акционерное общество) ― НКО НКЦ (АО) ― является центральным контрагентом.По результатам оценки и стресс-тестирования рисков данных организаций в 2019 году Банк России не выявил угроз для их финансовой устойчивости: риски в целом оценены на низком уровне, организации успешно прошли стресс-тестирование. Показатели непрерывности деятельности (устойчивость программно-технических средств к отказам в работе, время восстановления работоспособности программно-технических средств) подтверждают организацию системы обеспечения непрерывности деятельности СЗИОФР на высоком уровне.",https://www.cbr.ru/finstab/monitoring_siio_ccp/
Модернизация банкнот,"Банк России проводит комплекс мероприятий по повышению качества, защищенности и долговечности российских денежных знаков.В июне 2022 года Банк России представил модернизированную банкноту номиналом 100 рублей, в октябре 2023 года — номиналом 5000 рублей.В оформлении модернизированных банкнот используется символика федеральных округов. На лицевой стороне представлены памятники столицы округа, на оборотной стороне — достопримечательности регионов, входящих в состав федеральных округов.Обновленная сторублевая банкнота посвящена Москве и Центральному федеральному округу. Основное изображение лицевой стороны — фрагмент Спасской башни Московского Кремля с курантами. На оборотной стороне — Ржевский мемориал Советскому солдату.На пятитысячной банкноте изображены достопримечательности Екатеринбурга и Уральского федерального округа. На лицевой стороне банкноты — стела «Европа — Азия», на оборотной — памятник «Сказ об Урале» в Челябинске.Обновленные банкноты содержат усиленный защитный комплекс.Планируется до 2025 года поэтапно модернизировать банкноты образца 1997 года, включая 10, 50, 500 и 1000 рублей.Будет усовершенствован их защитный комплекс и разработан новый дизайн.Символы для изображения на обновленных банкнотах отбираются с учетом экспертного мнения.Дизайн банкнот утверждает Совет директоров Банка России.Банкноты старого образца останутся законным средством платежа и после введения новых банкнот в обращение. Они будут выходить из активного оборота постепенно, естественным путем из-за обветшания: износа и загрязнения. ",https://www.cbr.ru/cash_circulation/mb/
Инструменты,"Банк России активно разрабатывает и расширяет спектр применяемых макропруденциальных инструментов, в состав которого на текущий момент входят:Показатель долговой нагрузкиНадбавки к коэффициентам рискаМакропруденциальные лимитыНациональная антициклическая надбавка",https://www.cbr.ru/finstab/instruments/
Показатель долговой нагрузки,"Ключевым изменением в подходах к регулированию является внедрение требования по расчету показателя долговой нагрузки заемщиков (сокр. ― ПДН, англ. ― Debt Service-To-Income (DSTI) Ratio). Данная норма распространяется на кредитные организации (за исключением небанковских кредитных организаций, имеющих право на осуществление переводов денежных средств без открытия банковских счетов и связанных с ними иных банковских операций) и микрофинансовые организации.",https://www.cbr.ru/finstab/instruments/
Надбавки к коэффициентам риска,"С 8 октября 2018 года применяется новый механизм макропруденциального регулирования Банка России. В соответствии с этим подходом коэффициенты риска по отдельным видам активов, устанавливаемые Инструкцией Банка России от 29.11.2019 № 199-И «Об обязательных нормативах и надбавках к нормативам достаточности капитала банков с универсальной лицензией», приводятся к их стандартным значениям, предусмотренным «Базелем III».",https://www.cbr.ru/finstab/instruments/
Макропруденциальные лимиты,Макропруденциальные лимиты оказывают прямое влияние на структуру необеспеченного потребительского кредитования за счёт ограничения доли рискованных кредитов (займов) в общем объёме выдач. Банк России устанавливает их по необеспеченным потребительским кредитам (займам) для кредитных и микрофинансовых организаций.Применение макропруденциальных лимитов направлено на купирование системного риска потребительского кредитования в финансовой системе и сдерживание роста закредитованности граждан за счет дестимулирования кредитования заемщиков с высокой долговой нагрузкой и искусственного удлинения срока потребительских кредитов (займов).,https://www.cbr.ru/finstab/instruments/
Национальная антициклическая надбавка,"В российском макропруденциальном регулировании такой инструмент как контрциклический буфер капитала (Countercyclical buffer), применяемый всеми регуляторами в соответствии с требованиями Базеля III, получил название национальной антициклической надбавки (далее — АН) к нормативам достаточности капитала банков.",https://www.cbr.ru/finstab/instruments/
иные,"Мировая практика включает в себя и иные макропруденциальные инструменты, которые разрабатываются и применяются в ответ на различные системные риски для финансовой стабильности отдельных стран или регионов.",https://www.cbr.ru/finstab/instruments/
Виды инструментов,"1. Инструменты административного характера2. Инструменты общего характера, основанные на воздействии на капитал или резервы3. Макропруденциальные инструменты, направленные на ограничение секторальных дисбалансов4. Инструменты по управлению ликвидностью5. Структурные инструменты6. Инструменты, нацеленные напрямую на потребителей финансовых услуг",https://www.cbr.ru/finstab/instruments/
"Инструменты, нацеленные напрямую на потребителей финансовых услуг","Меры, воздействующие на регулируемых финансовых посредников, не всегда эффективны из-за возможной миграции кредитной активности и трансграничных эффектов. Для решения этих проблем применяются меры, направленные на потребителей финансовых услуг. В некоторых странах для сдерживания «пузырей» на рынках недвижимости активно используются государственные пошлины и налоги на увеличение стоимости капитала. Применение таких инструментов может быть особенно полезным, когда одной из причин роста цен на жилую недвижимость является приток иностранного капитала.Учитывая, что частой причиной неэффективности мер по ограничению валютного кредитования является рост внешнего долга, интересен опыт Индонезии по макропруденциальному регулированию иностранных заимствований корпоративного сектора. Банком Индонезии в 2014 году были введены следующие три требования:Минимальная доля хеджированной валютной позиции должна составлять 20% в 2015 году и 30% в 2016 году. Хеджированию подлежит отрицательная разница между валютными активами и обязательствами со сроком погашения до 6 месяцев;Минимальное требование к показателю ликвидности (соотношение краткосрочных (до трех месяцев) валютных активов и краткосрочных валютных обязательств) в размере 50% в 2015 году, 70% — с 2016 года по настоящее время;Требование к кредитному рейтингу компании, имеющие внешний долг, обязаны иметь рейтинг не менее BB или эквивалентный рейтинг, присвоенный рейтинговыми агентствами Moody’s (Ba3), S& P (BB-), Fitch (BB-).  Начиная с 2015 года компании обязаны представлять информацию о выполнении вышеуказанных требований в Банк Индонезии на ежеквартальной основе.МВФ также приводит пример Индии по ограничению внешних заимствований нефинансовых компаний. Резервный банк Индии ограничивает срок и полную стоимость кредитования (в частности, для кредита со сроком погашения 3–5 лет — 6-месячный LIBOR + 300 б. п., для кредита со сроком погашения 10 лет — 6-месячный LIBOR + 500 б. п., кредиты на срок менее трех лет запрещены). Директива устанавливает перечень компаний, которым разрешено привлекать внешние долги, цели кредитования, требования к хеджированию валютных рисков. По мнению МВФ, примененные меры способствовали формированию сбалансированного по срокам профиля внешних заимствований.",https://www.cbr.ru/finstab/instruments/
Структурные инструменты,"Одним из ключевых направлений реформ СФС стала разработка дополнительных требований к системно значимым финансовым институтам. В первую очередь, были разработана методика определения и меры в отношении глобальных системно значимых банков (далее — ГСЗБ, список ГСЗБ — G-SIB list — ежегодно публикуется СФС). Меры в отношении ГСЗБ предполагают дополнительные надбавки к капиталу в размере от 1 до 3,5% базового капитала первого уровня в зависимости от интегрального показателя системной значимости 29 ГСЗБ и в полной степени вступают в силу с 2019 года.Отдельные страны требуют от своих СЗБ поддерживать капитал на уровне выше стандартов Базеля III.В 2015 году «Группа 20» одобрила предложения по внедрению стандарта общей способности поглощения убытков (TLAC) ГСЗБ. Под способностью поглощать убытки понимается наличие дополнительных ресурсов в форме капитала и определенных долговых инструментов, которые могут быть использованы для покрытия потерь на этапе урегулирования несостоятельности финансового института. Уровень требований к способности финансовых институтов поглощать убытки определялся с учетом объемов средств, фактически потребовавшихся для урегулирования обязательств при банкротствах крупных финансовых институтов. ГСЗБ, зарегистрированные в странах с развитыми рынками, исполняют минимальное требование TLAC в размере 16% от активов, взвешенных по степени риска (далее — RWA) и 6% от знаменателя коэффициента левереджа в рамках Базеля III с 1 января 2019 года, а ГСЗБ стран с формирующимися рынками — с 1 января 2025 года. Указанные требования будут повышены до 18 и 6,75% с 2022 и 2028 годов, соответственно, для ГСЗБ развитых стран и стран с формирующимися рынками.",https://www.cbr.ru/finstab/instruments/
Инструменты по управлению ликвидностью,"МВФ в ряде работ относит к макропруденциальным инструментам нормативы ликвидности (в том числе такие базельские показатели, как норматив краткосрочной ликвидности (LCR) и норматив структурной ликвидности (NSFR)), что, на наш взгляд, не совсем корректно, поскольку эти нормативы в первую очередь носят пруденциальный характер. Одна из причин такой классификации МВФ — это то, что до глобального финансового кризиса 2007–2009 годов международных нормативов ликвидности не было, и отдельные страны вводили аналогичные нормативы (требования по наличию «буфера» ликвидности, обеспечения стабильности финансирования) часто именно в целях ограничения системного риска, в частности, чрезмерных несоответствий по срокам между активами и обязательствами. Аналогичное соображение относится к ограничениям на открытую валютную позицию, которые введены для ограничения валютного риска отдельных банков, однако в ряде стран ужесточались в случае наличия системных угроз.Меры, связанные с валютной ликвидностью, часто используются странами для ограничения чрезмерного притока внешнего капитала по каналу иностранных заимствований банков. Многими странами в этих целях применяются дифференцированные резервные требования, традиционно относящиеся к инструментарию денежно-кредитной политики. В этом случае они дифференцированы по валюте обязательств. Например, страны Восточной Европы активно применяли повышенные нормативы обязательных резервов для борьбы с чрезмерным притоком иностранного капитала до глобального финансового кризиса 2007–2009 годов Также МВФ предложен механизм сборов. Размеры таких сборов могут дифференцироваться по срокам либо видам валют, и полученные от сборов средства могут быть аккумулированы в общем бюджете либо поступать в специальный фонд, предназначенный для предоставления дополнительной ликвидности в стрессовые периоды. В качестве примера можно привести опыт Республики Корея, которая в 2011 году ввела налог на неосновные обязательства банков (не являющиеся депозитами обязательства со сроком погашения до одного года) в иностранных валютах (так называемый налог макропруденциальной стабильности).",https://www.cbr.ru/finstab/instruments/
"Макропруденциальные инструменты, направленные на ограничение секторальных дисбалансов","Если в периоды возрастания системного риска во всей финансовой системе имеет смысл применять агрегированные инструменты, воздействующие на финансовую систему в целом, то использование секторальных инструментов целесообразно при росте рисков в отдельном сегменте. Секторальные макропруденциальные инструменты используются для управления в основном рисками кредитования, воздействуя на спрос и предложение (например, введение ограничений на ипотечные займы, секторальные требования к достаточности капитала). Инструменты такого рода могут воздействовать на определенные категории займов, группы заемщиков, касаться объектов собственности в отдельном «перегретом» регионе либо кредитов, выданных в определенных валютах. Такие инструменты могут применяться обособленно или комбинированно.Показатели LTV и DSTI традиционно применялись для ограничения рисков в ипотечном кредитовании. Многие примеры подтверждают, что высокий средний уровень LTV снижает стабильность в ипотечном сегменте. Конкретные механизмы применения показателей различаются по странам и могут включать запрет на предоставление кредитов с определенным уровнем LTV/DSTI, повышенные коэффициенты риска (надбавки к коэффициентам риска) по кредитам начиная с определенного уровня LTV/DSTI, ограничение доли выдаваемых кредитов с определенным уровнем LTV/DSTI. Меры по ограничению LTV/DSTI благоприятно влияют на стандарты кредитования, способствуя тем самым большей устойчивости финансовых институтов. Применение ограничений для показателей LTV и DSTI способствует уменьшению количества случаев дефолта/распродажи имущества заемщиков, когда ситуация ухудшается.Помимо мер, основанных на LTV и DSTI, распространены макропруденциальные меры, направленные на ограничение рискованных видов ипотечных кредитов: в иностранной валюте, кредитов без предоставления полного перечня документов. Установление повышенных требований к капиталу для рискованных видов ипотеки повышает устойчивость работающих в таких секторах финансовых институтов, поскольку формируются дополнительные буферы, при этом по-разному оценивается влияние таких мер на кредитный рост.В странах с развитыми рынками подавляющая часть рынка потребительского кредитования приходится на ипотеку, однако в странах с формирующимися рынками заметная доля приходится на необеспеченные кредиты, и есть примеры макропруденциального регулирования в этом сегменте. Секторальные инструменты, используемые странами, включают повышенные коэффициенты риска или повышенные уровни резервов, ограничения по коэффициентам DSTI были введены в отношении не только ипотечных кредитов, но и совокупного долга заемщика.В ряде случаев секторальные инструменты применялись для сдерживания рисков на рынке корпоративного кредитования. Как правило, озабоченность регуляторов вызывает кредитование в иностранной валюте либо чрезмерный рост в сегменте коммерческой недвижимости. Инструменты, которые могут быть рекомендованы для снижения рисков, связанных с расширением корпоративного кредитования в иностранной валюте, включают коэффициенты риска и лимиты по операциям, подразумевающим валютный риск. В идеале эти инструменты должны применяться только к валютным рискам корпоративных заемщиков, не осуществляющих хеджирование, потому что для захеджированных заемщиков валютный риск не представляет угрозы. Тем не менее, когда внедрить необходимые меры по каждому кредиту для регулятора оказывается затруднительным, МВФ предлагает рассмотреть меры, которые применяются как к компаниям, осуществляющим хеджирование, так и к тем, кто не хеджирует свои валютные риски. В этом случае оба инструмента могут привести к отказу от кредитования заемщиков, не имеющих желания или возможности хеджировать валютный риск, поскольку кредитование в валюте становится для банков более дорогостоящим. В то же время более жесткие требования в отношении обоих инструментов могут привести к тому, что захеджированные заемщики не смогут получить валютный кредит. Для оценки выгод и потерь требуются данные о компаниях, которые имеют естественное хеджирование, а также об открытых валютных позициях. Кроме того, МВФ предупреждает о рисках снижения эффективности такой политики в результате роста внешнего долга корпоративного сектора.Для сегмента кредитования коммерческой недвижимости характерны аналогичные риски, что и для рынка кредитования жилой недвижимости, поэтому для ограничения рисков применяются схожие инструменты — нормативы LTV и DSC (debt service coverage ratio — ограничение отношения платежей по кредиту к операционному доходу компании за определенный период).",https://www.cbr.ru/finstab/instruments/
